"","T.H.I","T.F.E","T.E","I.H.R.V","MCareExp","Tra.Exp","G.F.G.E","H.H.Age","Floor.Area","House.Age","PPN","CYP","GL","BYS","RTvsNT","Number.of.bedrooms","Number.of.Television","Number.of.CD.VCD.DVD","Number.of.Component.Stereo.set","Number.of.Refrigerator.Freezer","Number.of.Washing.Machine","Number.of.Airconditioner","Number.of.Car..Jeep..Van","Number.of.Landline.wireless.telephones","Number.of.Cellular.phone","Number.of.Personal.Computer","Number.of.Stove.with.Oven.Gas.Range","Number.of.Motorized.Banca","Number.of.Motorcycle.Tricycle","Region","Main.Source.of.Income","Household.Head.Sex","Household.Head.Marital.Status","Household.Head.Job.or.Business.Indicator","Household.Head.Class.of.Worker","Type.of.Household","Type.of.Building.House","Type.of.Roof","Type.of.Walls","Tenure.Status","Toilet.Facilities","Electricity","Main.Source.of.Water.Supply","Young.Members"
"6563",314940,117582,0,72000,7734,3090,0,67,100,18,52422,32142,17794,158046,0,2,1,2,2,1,1,1,0,0,2,2,0,0,0,"IVA - CALABARZON","Other sources of Income","Female","Widowed","With Job/Business","Self-employed wihout any employee","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"6564",63946,28147,260,5400,510,1920,10226,53,54,20,26706,6813,1531,14672,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,"X - Northern Mindanao","Other sources of Income","Female","Married","No Job/Business","Self-employed wihout any employee","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Dug well","between 5 and 17 years old"
"6565",291903,123146,1654,18000,310,21084,17863,57,38,2,95068,18329,40920,72255,25,2,1,1,0,1,0,0,0,0,3,0,0,0,1,"IVA - CALABARZON","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","both"
"6566",502540,188525,240,24000,2528,11208,0,43,50,30,57052,36867,79728,118860,0,1,1,1,1,1,0,1,0,0,4,1,1,0,1,"IX - Zasmboanga Peninsula","Enterpreneurial Activities","Male","Married","With Job/Business","Employer in own family-operated farm or business","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","both"
"6567",144462,71933,7240,15000,1080,5040,0,49,60,20,55273,28414,3092,28582,66.6666666666667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"IVB - MIMAROPA","Wage/Salaries","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Quite Strong","Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, tubed/piped deep well","No children"
"6568",104840,52440,2920,7200,1684,9360,0,63,70,30,43515,7971,10373,21372,40,2,1,1,0,0,0,0,0,0,2,0,0,0,0,"X - Northern Mindanao","Other sources of Income","Male","Married","With Job/Business","Worked for private establishment","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, tubed/piped deep well","Less than 5 years old"
"6569",175650,47279,0,12000,162,4062,0,63,40,37,29003,4044,20426,27215,100,1,1,1,0,1,1,0,0,0,1,0,0,0,0,"VII - Central Visayas","Wage/Salaries","Male","Widowed","With Job/Business","Worked for private household","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, shared with other household","Si","Shared, faucet, community water system","No children"
"6570",316137,41503,0,84000,17520,46998,15310,79,60,24,16423,10830,27640,109416,0,6,2,0,0,1,1,1,2,0,1,0,1,0,0,"XI - Davao Region","Other sources of Income","Female","Widowed","No Job/Business","Employer in own family-operated farm or business","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"6571",241483,73501,0,75000,9349,8910,0,56,100,13,36196,24988,21752,118181,50,3,2,1,0,1,1,0,0,0,2,0,0,0,0,"I - Ilocos Region","Other sources of Income","Female","Married","With Job/Business","Worked for government/government corporation","Extended Family","Duplex","Mixed but predominantly strong materials","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","both"
"6572",333000,115376,0,30000,840,5424,0,36,42,25,48284,35308,39878,161366,25,1,1,0,0,1,1,0,0,0,1,0,1,0,0,"IVA - CALABARZON","Other sources of Income","Female","Married","No Job/Business","Self-employed wihout any employee","Single Family","Multi-unit residential","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"6573",67566,41297,6340,2400,778,1578,6074,35,26,12,21823,6904,6120,13560,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"X - Northern Mindanao","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","None","No","Dug well","between 5 and 17 years old"
"6574",252792,134411,0,24000,4240,24072,0,25,42,15,38723,30894,51830,68550,66.6666666666667,2,1,0,0,0,0,0,0,0,2,0,0,0,0,"XI - Davao Region","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Rent-free house and lot with consent of owner","Water-sealed, sewer septic tank, shared with other household","Si","Shared, faucet, community water system","Less than 5 years old"
"6575",277208,48195,0,6000,2697,2328,149776,50,50,11,39998,16893,10960,28440,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,"VI - Western Visayas","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Light material (cogon,nipa,anahaw)","Light","Own house, rent lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Dug well","No children"
"6576",56420,23122,1042,4800,302,1200,0,76,60,12,13208,4732,2638,12062,50,2,1,1,0,0,0,0,0,0,2,0,0,0,0,"X - Northern Mindanao","Wage/Salaries","Female","Widowed","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, faucet, community water system","No children"
"6577",485023,208838,0,21000,2875,30816,0,36,54,16,75388,51860,86650,100717,42.8571428571429,3,1,1,0,1,1,0,0,0,5,2,0,0,1,"VI - Western Visayas","Other sources of Income","Female","Married","With Job/Business","Worked for private establishment","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own house, rent lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","both"
"6578",473995,165006,0,81000,8355,6696,0,50,80,15,80494,42000,51719,257833,12.5,2,1,1,1,1,1,0,0,0,4,0,1,0,0,"CAR","Wage/Salaries","Male","Married","With Job/Business","Worked for government/government corporation","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","both"
"6579",81232,33862,0,9000,482,600,9850,67,35,6,25943,11968,2892,26078,0,3,1,0,0,1,0,1,0,0,1,0,1,0,0,"VIII - Eastern Visayas","Other sources of Income","Male","Divorced/Separated","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, tubed/piped deep well","No children"
"6580",74390,48346,2020,1800,149,720,8550,61,20,5,49997,9799,710,13196,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"CAR","Other sources of Income","Female","Widowed","No Job/Business","Self-employed wihout any employee","Single Family","Single house","Light material (cogon,nipa,anahaw)","Light","Own or owner-like possession of house and lot","Closed pit","No","Protected spring, river, stream, etc","No children"
"6581",726581,223130,0,24000,3593,63036,81990,52,109,15,95688,20078,23050,288278,20,3,1,1,0,0,1,0,0,0,5,1,1,0,2,"II - Cagayan Valley","Wage/Salaries","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","both"
"6582",269100,142220,8145,54000,6485,13080,0,26,100,28,54448,34914,41014,114606,20,2,1,1,0,1,1,0,0,1,3,1,0,0,0,"CAR","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, faucet, community water system","both"
"6583",515350,67658,0,33000,3805,9276,0,51,60,25,35448,16008,27516,55638,50,1,1,1,0,1,1,0,1,0,2,0,1,0,0,"NCR","Enterpreneurial Activities","Male","Married","With Job/Business","Employer in own family-operated farm or business","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"6584",65046,23272,2080,9000,912,4722,0,32,30,3,11439,5592,2730,23710,33.3333333333333,1,1,0,0,0,0,0,0,0,2,0,0,0,0,"X - Northern Mindanao","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, shared with other household","Si","Own use, faucet, community water system","Less than 5 years old"
"6585",133425,67012,9224,4200,1077,6990,0,65,40,30,65946,16016,11637,20101,14.2857142857143,0,1,0,0,0,0,0,0,0,2,0,0,0,0,"I - Ilocos Region","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Extended Family","Single house","Light material (cogon,nipa,anahaw)","Light","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, tubed/piped deep well","between 5 and 17 years old"
"6586",191985,125521,0,10800,965,22854,0,51,64,31,72062,12116,62680,41072,33.3333333333333,2,1,0,0,0,0,0,0,0,3,0,0,0,0,"II - Cagayan Valley","Wage/Salaries","Female","Widowed","No Job/Business","Worked for government/government corporation","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, other depository, used exclusively by household","Si","Own use, faucet, community water system","both"
"6587",186894,90637,7693,18000,44,10080,0,46,42,7,23979,20026,49052,73673,0,2,1,1,1,1,1,1,0,0,3,1,1,0,1,"III - Central Luzon","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Rent-free house and lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"6588",182040,111221,4160,12000,565,11220,0,55,100,18,70840,39174,16217,24839,42.8571428571429,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"VI - Western Visayas","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Mixed but predominantly strong materials","Strong","Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, tubed/piped deep well","between 5 and 17 years old"
"6589",239015,127842,3620,36000,64,4338,0,47,12,45,57782,31953,42680,73454,16.6666666666667,1,1,1,0,0,1,0,0,0,1,0,0,0,1,"NCR","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Multi-unit residential","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Quite Strong","Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, shared with other household","Si","Peddler","both"
"6590",54640,33433,1040,2400,102,1020,0,32,17,30,24952,7448,2270,7470,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,"Caraga","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Two or More Nonrelated Persons/Members","Single house","Light material (cogon,nipa,anahaw)","Light","Own or owner-like possession of house and lot","None","Si","Shared, faucet, community water system","between 5 and 17 years old"
"6591",399346,160172,0,24000,16929,12660,0,68,100,45,94656,39990,28620,147123,33.3333333333333,3,1,1,0,1,1,1,0,0,6,1,1,0,1,"VII - Central Visayas","Wage/Salaries","Female","Widowed","No Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
